control,r_samehh
'169583510240','2'
'169583510349','1'
'169596220149','1'
'169596470140','1'
'169596630149','1'
'169670970147','2'
'169778100145','1'
'169778510145','2'
'170129120140','2'
'170129530140','1'
'170258780147','2'
'170258940147','1'
'170288240144','2'
'170288490244','2'
'170288650144','1'
'170383780141','1'
'170383940141','2'
'170494140144','1'
'170494300144','1'
'170549490442','1'
'170549800145','1'
'170579730142','1'
'170579990142','1'
'170583120146','2'
'170583530146','1'
'170596090143','1'
'170596240243','1'
'170596490343','1'
'170670170141','2'
'170670330141','1'
'170926700145','1'
'170926960145','2'
'171037750149','1'
'171258700144','1'
'171258960144','1'
'171273950144','1'
'171288670141','1'
'171383140147','1'
'171383300147','2'
'171383550147','2'
'171494160141','1'
'171494570141','1'
'171549410142','2'
'171549820142','1'
'171577590144','2'
'171579190148','1'
'171579350148','1'
'171579500148','1'
'171583300143','1'
'171583550143','2'
'171596010140','1'
'171778960148','1'
'171822960247','1'
'171846740145','2'
'171846900145','1'
'171926720142','1'
'171926980142','1'
'172037770146','2'
'172037930146','1'
'172238150140','1'
'172238310140','1'
'172238970240','1'
'172238970349','1'
'172258720141','1'
'172258980141','2'
'172273970547','1'
'172281970448','1'
'172288030147','2'
'172288280247','1'
'172288430347','2'
'172383160144','1'
'172383320144','2'
'172500720145','2'
'172500980145','2'
'172502900149','2'
'172549280148','2'
'172549430248','2'
'172577100141','2'
'172577360141','1'
'172577510141','1'
'172579110145','1'
'172579370145','2'
'172579520145','2'
'172583160140','2'
'172583320140','1'
'172596430149','2'
'172596840149','1'
'172778720145','2'
'172778980145','2'
'172822160144','1'
'172846760142','1'
'172846920142','2'
'172926180148','1'
'172926340148','1'
'172926590148','1'
'173037790143','1'
'173037950143','2'
'173238580246','2'
'173258180147','2'
'173258340147','2'
'173258590147','1'
'173273330147','1'
'173273580147','1'
'173273730247','1'
'173281730148','2'
'173288050144','1'
'173288200244','1'
'173319780149','1'
'173319940149','2'
'173383180141','1'
'173383590141','1'
'173500410142','1'
'173500820142','1'
'173502760146','1'
'173502920146','1'
'173549200145','2'
'173549610145','1'
'173550740148','1'
'173579130142','1'
'173579540142','1'
'173596860146','1'
'173778740142','1'
'173822670141','1'
'173846120148','1'
'173846380148','1'
'173926360145','1'
'173926510145','1'
'174037310149','1'
'174037560149','1'
'174037710140','1'
'174037710249','1'
'174037970140','1'
'174129760149','2'
'174129920149','1'
'174258100144','2'
'174258360144','1'
'174258510144','1'
'174273190144','2'
'174273350144','1'
'174273500144','2'
'174281750145','1'
'174288070141','2'
'174319700146','2'
'174500280148','1'
'174500690148','1'
'174502780143','1'
'174549220142','1'
'174549630142','1'
'174550920145','1'
'174579710348','1'
'174596470143','2'
'174778100148','1'
'174778360148','1'
'174778510148','1'
'174822030147','1'
'174846140145','2'
'174846550145','2'
'174846700245','2'
'174926530142','1'
'174954430149','1'
'175037740146','1'
'175037900146','1'
'175238120140','1'
'175238530140','1'
'175258790141','1'
'175258950141','1'
'175273780141','1'
'175273940141','1'
'175336090149','2'
'175336240249','1'
'175357490141','1'
'175357800141','1'
'175383130144','2'
'175383390144','2'
'175383540144','1'
'175500060242','1'
'175500460145','1'
'175500870145','1'
'175502710149','1'
'175502970149','1'
'175577170141','2'
'175577580141','2'
'175579180145','1'
'175579340145','1'
'175583130140','2'
'175583390140','2'
'175583540140','1'
'175778790145','1'
'175778950145','1'
'175822210144','1'
'175846990142','1'
'175926150148','1'
'175926310148','1'
'175926560148','1'
'176037760143','1'
'176086780144','1'
'176150740148','2'
'176258560147','2'
'176273300147','1'
'176273550147','2'
'176281700148','1'
'176281960148','2'
'176319750149','1'
'176336010146','2'
'176357340147','1'
'176357590147','2'
'176383310141','2'
'176383560141','1'
'176384320240','1'
'176384320349','1'
'176452820143','1'
'176482530143','1'
'176486160141','2'
'176500230448','1'
'176500480142','1'
'176500890142','1'
'176502730146','1'
'176502990146','1'
'176550710148','2'
'176550970148','1'
'176579100142','1'
'176579360142','1'
'176579510142','2'
'176594670142','2'
'176778710142','2'
'176778970142','1'
'176822640141','2'
'176846190148','1'
'176846500148','1'
'176873950145','2'
'176903720142','1'
'176903980142','2'
'176926170145','1'
'176926580145','2'
'176954230240','1'
'176954230349','1'
'177015130241','1'
'177015130647','1'
'177037120149','1'
'177037380149','1'
'177037530149','1'
'177037940140','1'
'177053510143','1'
'177053690143','2'
'177053920243','2'
'177053920540','1'
'177086700141','1'
'177086960141','1'
'177129730149','1'
'177129990149','2'
'177141900145','1'
'177150760145','2'
'177150920145','2'
'177200130142','1'
'177200130548','2'
'177200390142','1'
'177200540142','1'
'177206970140','1'
'177258170144','1'
'177258330144','2'
'177258580144','1'
'177273160144','1'
'177273320144','2'
'177281720145','1'
'177281980145','1'
'177319770146','1'
'177319930146','1'
'177357100144','2'
'177357280144','1'
'177357510144','1'
'177379760144','2'
'177379920144','1'
'177379920441','1'
'177384740149','2'
'177452360149','2'
'177452760140','1'
'177482140140','1'
'177482300140','2'
'177482550140','1'
'177486590247','1'
'177493480147','2'
'177493890147','1'
'177500250148','2'
'177500660148','2'
'177502910143','1'
'177550730145','1'
'177550990145','1'
'177558970145','2'
'177589150141','1'
'177589310141','1'
'177778170148','2'
'177778330148','1'
'177788130340','2'
'177788130449','1'
'177788950143','1'
'177818080145','2'
'177822000147','2'
'177822250247','2'
'177846370145','1'
'177846520145','1'
'177873710142','2'
'177873970142','1'
'177903180148','2'
'177903340148','1'
'177926190142','1'
'177926350142','2'
'177926500142','1'
'177941870140','1'
'177954810149','2'
'177963230146','1'
'177963640146','2'
'177963890246','1'
'177987920342','2'
'178005110141','2'
'178005370141','1'
'178005520141','1'
'178037140146','1'
'178037300146','1'
'178037550146','2'
'178045980145','1'
'178053120140','1'
'178053380140','2'
'178053610140','1'
'178086160147','1'
'178129750146','1'
'178129910146','1'
'178141760142','2'
'178141920142','1'
'178150450142','1'
'178150860142','1'
'178150940142','2'
'178185050244','2'
'178185450147','2'
'178185940147','1'
'178196740147','1'
'178206170146','1'
'178206580146','2'
'178238180240','1'
'178238590240','2'
'178258190141','1'
'178258500141','2'
'178281740142','1'
'178319790143','2'
'178319950143','1'
'178321590146','1'
'178357120141','1'
'178357610141','1'
'178357940241','2'
'178358480147','1'
'178358890147','1'
'178379860141','2'
'178452050343','1'
'178452200146','2'
'178452450246','2'
'178452610146','2'
'178482570246','1'
'178486920344','1'
'178493400144','2'
'178500270145','2'
'178500680145','2'
'178502110149','1'
'178502370149','1'
'178502770140','1'
'178502930140','1'
'178515930142','1'
'178550750142','1'
'178550910142','2'
'178558730142','1'
'178594050145','1'
'178597100141','1'
'178597360141','1'
'178597510141','2'
'178638250141','1'
'178638330141','1'
'178641080145','1'
'178670700147','1'
'178670960147','1'
'178751720148','2'
'178751980148','1'
'178778190145','1'
'178778350145','2'
'178778500145','2'
'178788310149','2'
'178788560149','2'
'178788710140','2'
'178788970140','1'
'178822020144','2'
'178822680244','1'
'178828730149','2'
'178846130142','2'
'178873330148','2'
'178873580148','2'
'178880730147','2'
'178880990147','1'
'178903100145','1'
'178903360145','1'
'178903510145','2'
'178903920245','2'
'178941230146','2'
'178941640146','2'
'178954420146','2'
'178963250143','2'
'178963660143','1'
'179015730147','2'
'179015990147','2'
'179037320143','1'
'179037570143','1'
'179045740142','2'
'179086180144','2'
'179086340144','2'
'179086590144','1'
'179129930143','1'
'179141530148','1'
'179150140148','1'
'179185700144','1'
'179196760144','1'
'179196920144','2'
'179206350143','2'
'179206500143','2'
'179238920149','2'
'179261760149','1'
'179261920149','2'
'179267750144','2'
'179269190143','1'
'179269350143','1'
'179269500143','1'
'179281100148','1'
'179281360148','1'
'179281510148','1'
'179319150149','1'
'179319560149','2'
'179319710140','1'
'179319970140','2'
'179321360143','2'
'179321510143','2'
'179336700149','1'
'179358400144','1'
'179358810144','1'
'179379220147','1'
'179379630147','2'
'179384780143','2'
'179384940143','1'
'179389750149','2'
'179389910149','2'
'179452140143','1'
'179452550143','1'
'179493420141','1'
'179493830141','1'
'179494790147','1'
'179500290142','1'
'179500600142','1'
'179502130146','1'
'179502390146','1'
'179502540146','1'
'179515130148','2'
'179515390148','1'
'179548510148','1'
'179550110148','2'
'179550520148','1'
'179558190148','2'
'179558500148','2'
'179572780149','1'
'179572940149','2'
'179583930149','1'
'179597380247','1'
'179622920146','2'
'179670720144','1'
'179670980144','2'
'179687950149','1'
'179751740145','1'
'179751900145','2'
'179778110142','1'
'179778370142','1'
'179778520142','1'
'179788580146','1'
'179822040141','1'
'179828750146','1'
'179828910146','2'
'179873350145','2'
'179873500145','1'
'179880910144','1'
'179890180141','2'
'179890340141','2'
'179890590141','1'
'179903120142','1'
'179903380142','1'
'179903530142','1'
'179939100145','1'
'179939360145','2'
'179941250143','2'
'179941660143','2'
'179954440143','1'
'179954850143','1'
'179963020149','2'
'179963270140','1'
'179963680140','1'
'179987470148','2'
'179987880148','2'
'180005710144','1'
'180015190141','1'
'180015350141','1'
'180037740149','1'
'180037900149','1'
'180053490143','2'
'180185160247','2'
'180194110148','1'
'180194370148','2'
'180194520148','2'
'180200750142','1'
'180200910142','1'
'180206770149','1'
'180206930149','2'
'180238120143','2'
'180238380143','1'
'180238530143','1'
'180242110148','1'
'180242370148','1'
'180248120148','1'
'180248380148','1'
'180258790144','2'
'180258950144','2'
'180261380143','1'
'180261530143','1'
'180269930149','2'
'180273780144','1'
'180273940144','2'
'180281380242','2'
'180321780149','2'
'180321940149','1'
'180336160143','1'
'180336240143','2'
'180357800144','1'
'180358020147','2'
'180379090141','1'
'180383130147','1'
'180383390147','1'
'180383540147','1'
'180389110143','2'
'180410760149','2'
'180410920149','2'
'180452160346','1'
'180452980149','1'
'180482100149','1'
'180482360149','1'
'180482760249','1'
'180482920140','2'
'180486300147','1'
'180486550147','1'
'180493040144','1'
'180494150141','2'
'180494310141','2'
'180494560141','1'
'180500460148','1'
'180500870148','1'
'180517510148','1'
'180572140143','1'
'180572300143','1'
'180577330144','1'
'180577580144','1'
'180579180148','2'
'180579340148','1'
'180583130143','2'
'180583390143','2'
'180583540143','1'
'180589770141','1'
'180589930141','2'
'180594160148','1'
'180594320148','1'
'180594570148','1'
'180597700144','1'
'180597960144','1'
'180622120140','2'
'180622380140','1'
'180622530140','2'
'180638770144','2'
'180638930144','1'
'180641270148','2'
'180641680148','1'
'180687150143','2'
'180687310143','1'
'180687560143','1'
'180730780144','1'
'180730940144','2'
'180733360146','1'
'180733510146','1'
'180749720140','1'
'180749980140','1'
'180778790148','1'
'180778950148','1'
'180818600145','1'
'180822620147','2'
'180828110140','1'
'180828520140','1'
'180846990145','1'
'180848780141','2'
'180848940141','1'
'180890760147','1'
'180890920147','1'
'180903700148','2'
'180903960148','1'
'180926710142','1'
'180926970142','1'
'180941830149','1'
'180963440146','1'
'180963850146','1'
'180987650142','1'
'181005990141','2'
'181037760146','1'
'181037920146','1'
'181053410140','1'
'181053820140','1'
'181086780147','1'
'181194130145','2'
'181194390145','1'
'181194540145','2'
'181200110148','1'
'181200520148','1'
'181238300140','1'
'181238550140','2'
'181242130145','1'
'181242390145','1'
'181242540145','2'
'181242790245','1'
'181248140145','2'
'181248300145','1'
'181248550145','1'
'181258710141','2'
'181261140140','1'
'181261300140','2'
'181269790146','1'
'181269950146','1'
'181273700141','2'
'181273960141','1'
'181294790149','2'
'181294950149','1'
'181321700146','1'
'181336260140','1'
'181336340140','2'
'181336590140','2'
'181357820141','1'
'181358040144','1'
'181383310144','1'
'181383560144','1'
'181389210140','2'
'181408840146','1'
'181410940146','1'
'181437560145','2'
'181443900142','1'
'181452900146','1'
'181482120146','1'
'181482380146','1'
'181482530146','1'
'181486160144','2'
'181486320144','1'
'181500480145','1'
'181500710145','1'
'181500970145','2'
'181502730149','1'
'181502990149','1'
'181517120145','1'
'181517530145','1'
'181532720145','2'
'181572160140','1'
'181577190141','1'
'181577350141','2'
'181577500141','1'
'181579100145','1'
'181579510145','1'
'181583150140','1'
'181583310140','2'
'181583560140','1'
'181589130147','1'
'181589390147','2'
'181589540147','2'
'181594180145','1'
'181594340145','1'
'181594590145','1'
'181597720141','1'
'181622550246','2'
'181638870141','2'
'181641600145','1'
'181687170140','1'
'181687330140','2'
'181687580140','1'
'181730700141','1'
'181730960141','1'
'181733120143','1'
'181733380143','2'
'181746690145','1'
'181749180146','2'
'181749340146','1'
'181749590146','1'
'181778710145','1'
'181788770149','1'
'181788930149','1'
'181809570144','1'
'181818210142','1'
'181822230144','1'
'181822560144','2'
'181846750142','1'
