CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'600243300140','-9','-9','-9','-9','-9','-9','-9','-9'
'600245130144','-9','-9','-9','-9','-9','-9','-9','-9'
'600248740145','-9','-9','-9','-9','-9','-9','-9','-9'
'600261740140','-9','-9','-9','-9','-9','-9','2','-9'
'600265520145','-9','-9','-9','-9','-9','-9','-9','-9'
'600268300245','-9','-9','-9','-9','-9','-9','-9','-9'
'600270530246','-9','-9','-9','-9','-9','-9','-9','-9'
'600276100148','-9','-9','-9','-9','-9','-9','-9','-9'
'600276510148','-9','-9','-9','-9','-9','-9','-9','-9'
'600276770144','-9','-9','-9','-9','-9','-9','-9','-9'
'600288390147','-9','-9','-9','-9','-9','-9','-9','-9'
'600288540147','-9','-9','-9','-9','-9','-9','-9','-9'
'600292160142','-9','-9','-9','-9','-9','-9','-9','-9'
'600295520140','-9','-9','-9','-9','-9','-9','-9','-9'
'600299780149','-9','-9','-9','-9','-9','-9','-9','-9'
'600306130140','-9','-9','-9','-9','-9','-9','-9','-9'
'600306390140','-9','-9','-9','-9','-9','-9','-9','-9'
'600306390249','-9','-9','-9','-9','-9','-9','2','-9'
'600319390140','-9','-9','-9','-9','-9','-9','-9','-9'
'600339330141','-9','-9','-9','-9','-9','-9','2','-9'
'600347320148','-9','-9','-9','-9','-9','-9','-9','-9'
'600354740142','-9','-9','-9','-9','-9','-9','-9','-9'
'600356100248','-9','-9','-9','-9','-9','-9','-9','-9'
'600358560144','-9','-9','-9','-9','-9','-9','-9','-9'
'600391160345','-9','-9','-9','-9','-9','-9','-9','-9'
'600396770141','-9','-9','-9','-9','-9','-9','-9','-9'
'600430190144','-9','-9','-9','-9','-9','1','2','-9'
'600430500144','-9','-9','-9','-9','-9','-9','-9','-9'
'600447160147','1','1','1','1','-9','-9','2','-9'
'600447320149','-9','-9','-9','-9','-9','-9','-9','-9'
'600461360140','-9','-9','-9','-9','-9','-9','-9','-9'
'600472380142','-9','-9','-9','-9','-9','-9','-9','-9'
'600473590146','-9','-9','-9','-9','-9','-9','-9','-9'
'600481700146','-9','-9','-9','-9','-9','-9','-9','-9'
'600483760142','-9','-9','-9','-9','-9','-9','-9','-9'
'600493170141','-9','-9','-9','-9','-9','-9','-9','-9'
'600493580141','-9','-9','-9','-9','-9','-9','-9','-9'
'600494350149','-9','-9','-9','-9','-9','-9','-9','-9'
'600497160144','-9','-9','-9','-9','-9','-9','-9','-9'
'600497570144','-9','-9','-9','-9','-9','-9','-9','-9'
'600502853050','-9','-9','-9','-9','-9','-9','-9','-9'
'600504710145','-9','-9','-9','-9','-9','-9','-9','-9'
'600517980145','-9','-9','-9','-9','-9','-9','-9','-9'
'600522320141','-9','-9','-9','-9','-9','-9','-9','-9'
'600538530343','-9','-9','-9','-9','-9','-9','-9','-9'
'600546320147','-9','-9','-9','-9','-9','-9','-9','-9'
'600546570147','-9','-9','-9','-9','-9','-9','-9','-9'
'600546570444','-9','-9','-9','-9','-9','-9','-9','-9'
'600549790148','-9','-9','-9','-9','-9','-9','-9','-9'
'600574570146','-9','-9','-9','-9','-9','-9','-9','-9'
'600577790141','-9','-9','-9','-9','-9','-9','-9','-9'
'600577950141','-9','-9','-9','-9','-9','-9','-9','-9'
'600583350149','-9','-9','-9','-9','-9','-9','-9','-9'
'600596213059','-9','-9','-9','-9','-9','-9','-9','-9'
'600596623059','-9','-9','-9','-9','-9','-9','-9','-9'
'600598980147','-9','-9','-9','-9','-9','-9','-9','-9'
'600600310140','-9','-9','1','-9','-9','1','2','-9'
'600617100145','-9','-9','-9','-9','-9','-9','-9','-9'
'600620310141','-9','-9','-9','-9','-9','-9','-9','-9'
'600622790141','-9','-9','-9','-9','-9','-9','-9','-9'
'600641710145','-9','-9','-9','-9','-9','-9','-9','-9'
'600646380146','-9','-9','-9','-9','-9','-9','-9','-9'
'600650180247','-9','-9','-9','-9','-9','-9','-9','-9'
'600654150246','-9','-9','-9','-9','-9','-9','-9','-9'
'600655780140','-9','-9','-9','-9','-9','-9','-9','-9'
'600662380241','-9','-9','-9','-9','-9','-9','-9','-9'
'600662970148','-9','-9','-9','-9','-9','-9','-9','-9'
'600664520146','-9','-9','-9','-9','-9','-9','-9','-9'
'600670473057','-9','-9','-9','-9','-9','-9','-9','-9'
'600670883057','-9','-9','-9','-9','-9','-9','-9','-9'
'600685370241','-9','-9','-9','-9','-9','-9','-9','-9'
'600698940147','-9','-9','-9','-9','-9','-9','-9','-9'
'600717550148','-9','-9','-9','-9','-9','-9','-9','-9'
'600733160144','-9','-9','-9','-9','-9','-9','-9','-9'
'600743320144','-9','-9','-9','-9','-9','-9','-9','-9'
'600752310141','-9','-9','-9','-9','-9','-9','-9','-9'
'600763360243','-9','-9','-9','-9','-9','-9','-9','-9'
'600772530142','-9','-9','-9','-9','-9','-9','-9','-9'
'600773100142','-9','-9','-9','-9','-9','-9','-9','-9'
'600773150141','-9','-9','-9','-9','-9','1','2','-9'
'600776330141','-9','-9','-9','-9','-9','-9','-9','-9'
'600791160246','-9','-9','-9','-9','-9','-9','-9','-9'
'600791160543','-9','-9','-9','-9','-9','-9','-9','-9'
'600794160444','-9','-9','-9','-9','-9','-9','-9','-9'
'600813110143','-9','-9','-9','-9','-9','-9','-9','-9'
'600822320142','-9','-9','-9','-9','-9','-9','-9','-9'
'600824740145','-9','-9','-9','-9','-9','-9','-9','-9'
'600825180141','-9','-9','-9','-9','-9','-9','-9','-9'
'600825340141','-9','-9','-9','-9','-9','-9','-9','-9'
'600827350146','-9','-9','-9','-9','-9','-9','-9','-9'
'600829770146','-9','-9','-9','-9','-9','-9','-9','-9'
'600846390144','-9','-9','-9','-9','-9','-9','-9','-9'
'600848390348','-9','-9','-9','-9','-9','-9','-9','-9'
'600853310140','-9','-9','-9','-9','-9','-9','-9','-9'
'600858710148','-9','-9','-9','-9','-9','-9','-9','-9'
'600860170242','-9','-9','-9','-9','-9','-9','-9','-9'
'600864120145','-9','-9','-9','-9','-9','-9','-9','-9'
'600868100240','-9','-9','-9','-9','-9','-9','2','-9'
'600868100349','-9','-9','-9','-9','-9','-9','-9','-9'
'600872700144','-9','-9','-9','-9','-9','-9','-9','-9'
'600890720145','-9','-9','-9','-9','-9','-9','-9','-9'
'600898320141','-9','-9','-9','-9','-9','-9','-9','-9'
'600901580149','-9','-9','-9','-9','-9','-9','-9','-9'
'600909320147','-9','-9','-9','-9','-9','-9','2','-9'
'600910130143','-9','-9','-9','-9','-9','-9','-9','-9'
'600919530147','-9','-9','-9','-9','-9','-9','-9','-9'
'600925100347','-9','-9','-9','-9','-9','-9','-9','-9'
'600927120146','-9','-9','-9','-9','-9','-9','2','-9'
'600929520143','-9','-9','-9','-9','-9','-9','-9','-9'
'600939700141','-9','-9','-9','-9','-9','-9','-9','-9'
'600954350143','-9','-9','-9','-9','-9','-9','-9','-9'
'600963170240','-9','-9','-9','-9','-9','-9','2','-9'
'600963170349','-9','-9','-9','-9','-9','-9','-9','-9'
'600966720143','-9','-9','-9','-9','-9','-9','-9','-9'
'600969300141','-9','-9','-9','-9','-9','-9','-9','-9'
'600977170144','-9','-9','-9','-9','-9','-9','-9','-9'
'600996110142','-9','-9','-9','-9','-9','-9','-9','-9'
'601037243053','-9','-9','-9','-9','-9','-9','-9','-9'
'601089960141','-9','-9','-9','-9','-9','-9','-9','-9'
'601150633058','-9','-9','-9','-9','-9','-9','2','-9'
'601194910142','-9','-9','-9','-9','-9','-9','-9','-9'
'601196100141','-9','-9','-9','-9','-9','-9','-9','-9'
'601196510141','-9','-9','-9','-9','-9','-9','-9','-9'
'601226500140','-9','-9','-9','-9','-9','-9','-9','-9'
'601234550145','-9','-9','-9','-9','-9','-9','-9','-9'
'601239590141','-9','-9','-9','-9','-9','-9','-9','-9'
'601248150147','-9','-9','-9','-9','-9','-9','-9','-9'
'601260110147','-9','-9','-9','-9','-9','-9','-9','-9'
'601267350141','-9','-9','-9','-9','-9','-9','-9','-9'
'601299700146','-9','-9','-9','-9','-9','-9','-9','-9'
'601302560246','-9','-9','-9','-9','-9','-9','-9','-9'
'601309530142','-9','-9','-9','-9','-9','-9','-9','-9'
'601312310141','-9','-9','-9','-9','-9','-9','-9','-9'
'601336140146','-9','-9','-9','-9','-9','-9','-9','-9'
'601336300146','-9','-9','-9','-9','-9','-9','-9','-9'
'601336473059','-9','-9','-9','-9','-9','-9','-9','-9'
'601357300344','-9','-9','-9','-9','-9','-9','2','-9'
'601358330141','-9','-9','-9','-9','-9','-9','-9','-9'
'601358580141','-9','-9','-9','-9','-9','-9','1','-9'
'601375190144','-9','-9','-9','-9','-9','-9','-9','-9'
'601387340144','1','-9','1','1','1','1','2','1'
'601418500145','-9','-9','-9','-9','-9','-9','-9','-9'
'601430110141','-9','-9','-9','-9','-9','-9','-9','-9'
'601474160140','-9','-9','-9','-9','-9','-9','-9','-9'
'601479110148','-9','-9','-9','-9','-9','-9','-9','-9'
'601483120148','-9','-9','-9','-9','-9','-9','-9','-9'
'601577970247','-9','-9','-9','-9','-9','-9','-9','-9'
'601583110146','-9','-9','-9','-9','-9','-9','-9','-9'
'601589970148','-9','-9','-9','-9','-9','-9','-9','-9'
'601611520141','-9','-9','-9','-9','-9','-9','-9','-9'
'601618130147','-9','-9','-9','-9','-9','-9','-9','-9'
'601618540147','-9','-9','-9','-9','-9','-9','-9','-9'
'601619170141','-9','-9','-9','-9','-9','-9','-9','-9'
'601638910147','-9','-9','-9','-9','-9','-9','-9','-9'
'601641730142','-9','-9','-9','-9','-9','-9','-9','-9'
'601641990142','-9','-9','-9','-9','-9','-9','-9','-9'
'601659770145','-9','-9','-9','-9','-9','-9','-9','-9'
'601664540143','-9','-9','-9','-9','-9','-9','-9','-9'
'601670160141','-9','-9','-9','-9','-9','-9','-9','-9'
'601670570141','-9','-9','-9','-9','-9','-9','-9','-9'
'601694093055','-9','-9','-9','-9','-9','-9','-9','-9'
'601698700144','-9','-9','-9','-9','-9','-9','2','-9'
'601711063051','-9','-9','-9','-9','-9','-9','-9','-9'
'601711790141','-9','-9','-9','-9','-9','-9','-9','-9'
'601733180141','-9','-9','-9','-9','-9','-9','-9','-9'
'601749960143','-9','-9','-9','-9','-9','-9','-9','-9'
'601751590142','-9','-9','-9','-9','-9','-9','-9','-9'
'601757160147','-9','-9','-9','-9','-9','-9','-9','-9'
'601774300149','-9','-9','-9','-9','-9','-9','-9','-9'
'601792330144','-9','-9','-9','-9','-9','-9','2','-9'
'601818500148','-9','-9','-9','-9','-9','-9','-9','-9'
'601828150147','-9','-9','-9','-9','-9','-9','-9','-9'
'601848710148','-9','-9','-9','-9','-9','-9','-9','-9'
'601848920144','-9','-9','-9','-9','-9','-9','-9','-9'
'601857780142','-9','-9','-9','-9','-9','-9','-9','-9'
'601860140147','-9','-9','-9','-9','-9','-9','-9','-9'
'601909180144','-9','-9','-9','-9','-9','-9','-9','-9'
'601910560140','-9','-9','-9','-9','-9','-9','-9','-9'
'601922170146','-9','-9','-9','-9','-9','-9','-9','-9'
'601927300143','-9','-9','-9','-9','-9','-9','-9','-9'
'601929390140','-9','-9','-9','-9','-9','-9','-9','-9'
'601929873053','-9','-9','-9','-9','-9','-9','-9','-9'
'601944110243','-9','-9','-9','-9','-9','-9','-9','-9'
'601950180140','-9','-9','-9','-9','-9','-9','-9','-9'
'602037013059','-9','-9','-9','1','-9','-9','2','1'
'602037740149','-9','-9','-9','-9','-9','-9','-9','-9'
'602051110144','-9','-9','-9','-9','-9','-9','-9','-9'
'602137520145','-9','-9','-9','-9','-9','-9','-9','-9'
'602220760144','-9','-9','-9','-9','-9','-9','-9','-9'
'602248780248','-9','-9','-9','-9','-9','-9','-9','-9'
'602261530143','-9','-9','-9','-9','-9','-9','2','-9'
'602336570143','-9','-9','-9','-9','-9','-9','-9','-9'
'602512330147','-9','-9','-9','-9','-9','-9','-9','-9'
'602517360148','-9','-9','-9','-9','-9','-9','-9','-9'
'602577580144','-9','-9','-9','-9','-9','-9','-9','-9'
'602641500148','-9','-9','-9','-9','-9','-9','2','-9'
'602671720148','-9','-9','-9','-9','-9','-9','-9','-9'
'602711150147','-9','-9','-9','-9','-9','-9','-9','-9'
'602809300147','-9','-9','-9','-9','-9','-9','-9','-9'
'602818370145','-9','-9','-9','-9','-9','-9','-9','-9'
'602853970148','-9','-9','-9','-9','-9','-9','-9','-9'
'602890760147','-9','-9','-9','-9','-9','-9','-9','-9'
'602927160140','-9','-9','-9','-9','-9','-9','-9','-9'
'602929233059','-9','-9','-9','-9','-9','-9','-9','-9'
'602929643059','-9','-9','-9','-9','-9','-9','-9','-9'
'602941750149','-9','-9','-9','-9','-9','-9','-9','-9'
'602987320142','-9','-9','-9','-9','-9','-9','-9','-9'
'603261300140','-9','-9','-9','-9','-9','-9','-9','-9'
'603383150144','-9','-9','-9','-9','-9','-9','-9','-9'
'603389130140','-9','-9','-9','-9','-9','-9','-9','-9'
'603389390140','-9','-9','-9','-9','-9','-9','-9','-9'
'603447120140','-9','-9','-9','-9','-9','-9','-9','-9'
'603494560140','-9','-9','-9','-9','-9','-9','-9','-9'
'603502663050','-9','-9','-9','-9','-9','-9','-9','-9'
'603517530145','-9','-9','-9','-9','-9','-9','-9','-9'
'603532980145','-9','-9','-9','-9','-9','-9','-9','-9'
'603577350141','-9','-9','-9','-9','-9','-9','-9','-9'
'603589540147','-9','-9','-9','-9','-9','-9','-9','-9'
'603638790141','-9','-9','-9','-9','-9','-9','-9','-9'
'603641110145','-9','-9','-9','-9','-9','-9','-9','-9'
'603649520141','-9','-9','-9','-9','-9','-9','-9','-9'
'603671900145','-9','-9','-9','-9','-9','-9','-9','-9'
'603711813057','-9','-9','-9','-9','-9','-9','-9','-9'
'603730960141','-9','-9','-9','-9','-9','-9','-9','-9'
'603809570144','-9','-9','-9','-9','-9','-9','-9','-9'
'603818130142','-9','-9','-9','-9','-9','-9','-9','-9'
'603853003055','-9','-9','-9','-9','-9','-9','-9','-9'
'603853730145','-9','-9','-9','-9','-9','-9','-9','-9'
'603963950143','-9','-9','-9','-9','-9','-9','-9','-9'
'604005350147','-9','-9','-9','-9','-9','-9','-9','-9'
'604029790149','-9','-9','-9','-9','-9','-9','-9','-9'
'604037780143','-9','-9','-9','-9','-9','-9','-9','-9'
'604086700144','-9','-9','-9','-9','-9','-9','-9','-9'
'604089360141','-9','-9','-9','-9','-9','-9','-9','-9'
'604220300147','-9','-9','-9','-9','-9','-9','-9','-9'
'604248320142','-9','-9','-9','-9','-9','-9','-9','-9'
'604269710143','-9','-9','-9','-9','-9','-9','-9','-9'
'604319770149','-9','-9','-9','-9','-9','-9','-9','-9'
'604410700143','-9','-9','-9','-9','-9','-9','-9','-9'
'604515750148','-9','-9','-9','-9','-9','-9','-9','-9'
'604579380142','-9','-9','-9','-9','-9','-9','-9','-9'
'604671760142','1','1','1','1','-9','1','2','1'
'604711190141','-9','-9','-9','-9','-9','-9','-9','-9'
'604711500141','-9','-9','-9','-9','-9','-9','-9','-9'
'604853910142','-9','-9','-9','-9','-9','-9','-9','-9'
'604873710145','-9','-9','-9','-9','-9','-9','-9','-9'
'604914770142','-9','-9','-9','-9','-9','-9','-9','-9'
'604926170147','-9','-9','-9','-9','-9','-9','-9','-9'
'604926580147','-9','-9','-9','-9','-9','-9','-9','-9'
'604929273053','-9','-9','-9','-9','-9','-9','-9','-9'
'604929683053','-9','-9','-9','-9','-9','-9','-9','-9'
'605037233050','-9','-9','-9','-9','-9','-9','-9','-9'
'605037710149','-9','-9','-9','-9','-9','-9','-9','-9'
'605261190143','-9','-9','-9','-9','-9','-9','2','-9'
'605321910149','-9','-9','-9','-9','-9','-9','-9','-9'
'605336873056','-9','-9','-9','-9','-9','-9','-9','-9'
'605357950144','-9','-9','-9','-9','-9','-9','-9','-9'
'605389180143','-9','-9','-9','-9','-9','-9','-9','-9'
'605389340143','-9','-9','-9','-9','-9','-9','-9','-9'
'605389590143','-9','-9','-9','-9','-9','-9','-9','-9'
'605494120141','-9','-9','-9','-9','-9','-9','-9','-9'
'605502613053','-9','-9','-9','-9','-9','-9','-9','-9'
'605517580148','-9','-9','-9','-9','-9','-9','-9','-9'
'605579150148','-9','-9','-9','-9','-9','-9','2','-9'
'605589900141','-9','-9','-9','-9','-9','-9','-9','-9'
'605638740144','-9','-9','-9','-9','-9','-9','-9','-9'
'605638900144','-9','-9','-9','-9','-9','-9','-9','-9'
'605809110147','-9','-9','-9','-9','-9','-9','-9','-9'
'605846960145','-9','-9','-9','-9','-9','-9','-9','-9'
'605853053058','-9','-9','-9','-9','-9','-9','-9','-9'
'605926613152','-9','-9','-9','-9','-9','-9','2','-9'
'605929863050','-9','-9','-9','-9','-9','-9','-9','-9'
'605934310140','-9','-9','-9','-9','-9','-9','-9','-9'
'606037003056','-9','-9','-9','-9','-9','-9','-9','-9'
'606086750147','-9','-9','-9','-9','-9','-9','-9','-9'
'606164990148','-9','-9','-9','-9','-9','-9','-9','-9'
'606248370145','-9','-9','-9','-9','-9','-9','-9','-9'
'606494380140','-9','-9','-9','-9','-9','-9','-9','-9'
'606577320141','-9','-9','-9','-9','-9','-9','-9','-9'
'606929633056','-9','-9','-9','-9','-9','-9','-9','-9'
'607164750145','-9','-9','-9','-9','-9','-9','-9','-9'
'607579500142','-9','-9','-9','-9','-9','-9','-9','-9'
'607638530147','-9','-9','-9','-9','-9','-9','-9','-9'
'607730130147','-9','-9','-9','-9','-9','-9','2','-9'
'607846180148','-9','-9','-9','-9','-9','-9','-9','-9'
'607846590148','-9','-9','-9','-9','-9','-9','-9','-9'
'607853093052','-9','-9','-9','-9','-9','-9','-9','-9'
'607926140147','-9','-9','-9','-9','-9','-9','-9','-9'
'608558700145','-9','-9','-9','-9','-9','-9','-9','-9'
'608579443052','-9','-9','-9','-9','-9','-9','-9','-9'
'609558980142','-9','-9','-9','-9','-9','-9','-9','-9'
'610670483054','1','-9','-9','-9','-9','-9','2','-9'
'611410910149','-9','-9','-9','-9','-9','-9','-9','-9'
'611478750141','-9','-9','-9','-9','-9','-9','-9','-9'
'612410770146','-9','-9','-9','-9','-9','-9','-9','-9'
'612478110147','-9','-9','-9','-9','-9','-9','1','-9'
'612591760142','-9','-9','-9','-9','-9','-9','-9','-9'
'629024440141','-9','-9','-9','-9','-9','-9','-9','-9'
'629174480144','-9','-9','-9','-9','-9','-9','-9','-9'
'629447910145','-9','-9','-9','-9','-9','-9','-9','-9'
'629494430146','-9','-9','-9','-9','-9','-9','2','-9'
'629499490148','-9','-9','-9','-9','-9','-9','-9','-9'
'629713420143','-9','-9','-9','-9','-9','-9','-9','-9'
'629759450149','-9','-9','-9','-9','-9','-9','-9','-9'
'638670700141','-9','-9','-9','-9','-9','-9','-9','-9'
'639037243059','-9','-9','-9','-9','-9','-9','-9','-9'
'639550858088','-9','-9','-9','-9','-9','-9','-9','-9'
'639670320147','-9','-9','-9','-9','-9','-9','-9','-9'
'639711790147','-9','-9','-9','-9','-9','-9','-9','-9'
'639711950147','-9','-9','-9','-9','-9','-9','-9','-9'
'639853873158','-9','-9','-9','-9','-9','-9','-9','-9'
'639929130146','-9','-9','-9','-9','-9','-9','-9','-9'
'639929873059','-9','-9','-9','-9','-9','-9','2','-9'
'640037013053','-9','-9','-9','-9','-9','-9','-9','-9'
'640711150141','-9','-9','-9','-9','-9','-9','-9','-9'
'640711483054','-9','-9','-9','-9','-9','-9','-9','-9'
'640711560141','-9','-9','-9','-9','-9','-9','-9','-9'
'640711893054','-9','-9','-9','-9','-9','-9','2','-9'
'640853710142','-9','-9','-9','-9','-9','-9','-9','-9'
'640929233053','-9','-9','-9','-9','-9','-9','-9','-9'
'641711813051','-9','-9','-9','-9','-9','-9','-9','-9'
'641929403150','-9','-9','-9','-9','-9','-9','-9','-9'
'641929663050','-9','-9','-9','-9','-9','-9','-9','-9'
'641929990149','-9','-9','-9','-9','-9','-9','-9','-9'
'642711683057','-9','-9','-9','-9','-9','-9','-9','-9'
'642853423058','-9','-9','-9','-9','-9','-9','-9','-9'
'642929023056','-9','-9','-9','-9','-9','-9','-9','-9'
'642929750146','-9','-9','-9','-9','-9','-9','2','-9'
'642929910146','-9','-9','-9','-9','-9','-9','-9','-9'
'643037300143','-9','-9','-9','-9','-9','-9','-9','-9'
'643579223055','-9','-9','-9','-9','-9','-9','-9','-9'
'643711603054','-9','-9','-9','-9','-9','-9','-9','-9'
'643853110142','-9','-9','-9','-9','-9','-9','-9','-9'
'643853443055','-9','-9','-9','-9','-9','-9','-9','-9'
'643853520142','-9','-9','-9','-9','-9','-9','-9','-9'
'643853930242','-9','-9','-9','-9','-9','-9','-9','-9'
'643929043053','-9','-9','-9','-9','-9','-9','-9','-9'
'643929770143','-9','-9','-9','-9','-9','-9','-9','-9'
'644711213051','-9','-9','-9','-9','-9','-9','-9','-9'
'644711623051','-9','-9','-9','-9','-9','-9','-9','-9'
'644929063050','-9','-9','-9','-9','-9','-9','-9','-9'
'644929390149','-9','-9','-9','-9','-9','-9','-9','-9'
'644929540149','-9','-9','-9','-9','-9','-9','-9','-9'
'644929790140','-9','-9','-9','-9','-9','-9','-9','-9'
'645579273058','-9','-9','-9','-9','-9','-9','-9','-9'
'645670273157','-9','-9','-9','-9','-9','-9','-9','-9'
'645711653057','-9','-9','-9','-9','-9','-9','-9','-9'
'645711653354','-9','-9','-9','-9','-9','-9','-9','-9'
'645711653651','-9','-9','-9','-9','-9','-9','-9','-9'
'645853160145','-9','-9','-9','-9','-9','-9','-9','-9'
'645853493058','-9','-9','-9','-9','-9','-9','-9','-9'
'645853653255','-9','-9','-9','-9','-9','-9','-9','-9'
'645853653552','-9','1','-9','1','-9','1','2','1'
'645853803058','-9','-9','-9','-9','-9','-9','-9','-9'
'645929093056','-9','-9','-9','-9','-9','-9','-9','-9'
'645929653156','-9','-9','-9','-9','-9','-9','-9','-9'
'645929653453','-9','-9','-9','-9','-9','-9','-9','-9'
'645929720146','-9','-9','-9','-9','-9','-9','-9','-9'
'645929980146','-9','-9','-9','-9','-9','-9','-9','-9'
'646711263054','-9','-9','-9','-9','-9','-9','-9','-9'
'646711673054','-9','-9','-9','-9','-9','-9','-9','-9'
'646853180142','-9','-9','-9','-9','-9','-9','-9','-9'
'646853413055','-9','-9','-9','-9','-9','-9','-9','-9'
'646853590142','-9','-9','-9','-9','-9','-9','-9','-9'
'646853740242','-9','-9','-9','-9','-9','-9','-9','-9'
'646853823055','-9','-9','-9','-9','-9','-9','-9','-9'
'646929013053','-9','-9','-9','-9','-9','-9','-9','-9'
'646929740143','-9','-9','-9','-9','-9','-9','-9','-9'
'646929900143','-9','-9','-9','-9','-9','-9','-9','-9'
'647037390140','-9','-9','-9','-9','-9','-9','-9','-9'
'647579213052','-9','-9','-9','-9','-9','-9','-9','-9'
'647711693051','-9','-9','-9','-9','-9','-9','2','-9'
'647853843052','-9','-9','-9','-9','-9','-9','-9','-9'
'647929033050','-9','-9','-9','-9','-9','-9','-9','-9'
'647929100149','-9','-9','-9','-9','-9','-9','-9','-9'
'647929510149','-9','-9','-9','-9','-9','-9','-9','-9'
'647929760140','-9','-9','-9','-9','-9','-9','-9','-9'
'647929920140','-9','-9','-9','-9','-9','-9','-9','-9'
'648037643059','-9','-9','-9','-9','-9','-9','-9','-9'
'648579710148','-9','-9','-9','-9','-9','-9','-9','-9'
'648711053057','-9','-9','-9','-9','-9','-9','-9','-9'
'648711940147','-9','-9','-9','-9','-9','-9','-9','-9'
'648853203058','-9','-9','-9','-9','-9','-9','-9','-9'
'648929380146','-9','-9','-9','-9','-9','-9','-9','-9'
'648929453059','-9','-9','-9','-9','-9','-9','-9','-9'
'648929530146','-9','-9','-9','-9','-9','-9','-9','-9'
'648929863059','-9','-9','-9','-9','-9','-9','-9','-9'
'648929940246','-9','-9','-9','-9','-9','-9','-9','-9'
'649037663056','-9','-9','-9','-9','-9','-9','-9','-9'
'649357233051','-9','-9','-9','-9','-9','-9','-9','-9'
'649579730145','-9','-9','-9','-9','-9','-9','-9','-9'
'649711960144','-9','-9','-9','-9','-9','-9','-9','-9'
'649853550242','-9','-9','-9','1','-9','1','2','-9'
'649929140143','-9','-9','-9','-9','-9','-9','-9','-9'
'649929300143','-9','-9','-9','-9','-9','-9','-9','-9'
'649929473056','-9','-9','-9','-9','-9','-9','-9','-9'
'649929883056','-9','-9','-9','-9','-9','-9','-9','-9'
'650037683050','-9','-9','-9','-9','-9','-9','-9','-9'
'650037750149','-9','-9','-9','-9','-9','-9','-9','-9'
'650336250143','-9','-9','-9','-9','-9','-9','-9','-9'
'650357400144','-9','-9','-9','-9','-9','-9','-9','-9'
'650711093157','-9','-9','-9','-9','-9','-9','-9','-9'
'650711160147','-9','-9','-9','-9','-9','-9','-9','-9'
'650711320147','-9','-9','-9','-9','-9','-9','-9','-9'
'650711570147','-9','-9','-9','-9','-9','-9','-9','-9'
'650853093058','-9','-9','-9','-9','-9','-9','-9','-9'
'650853980148','-9','-9','-9','-9','-9','-9','-9','-9'
'651711180144','-9','-9','1','-9','-9','-9','2','-9'
'651711340144','-9','-9','-9','-9','-9','-9','-9','-9'
'651853013055','-9','-9','-9','-9','-9','-9','-9','-9'
'651853740145','-9','-9','-9','-9','-9','-9','-9','-9'
'651853900145','-9','-9','-9','-9','-9','-9','-9','-9'
'651929263056','-9','-9','-9','-9','-9','-9','-9','-9'
'651929673056','-9','-9','-9','-9','-9','-9','-9','-9'
'652037790143','-9','1','1','1','-9','1','2','1'
'652579130142','-9','-9','-9','-9','-9','-9','-9','-9'
'652711360141','-9','-9','-9','-9','-9','-9','-9','-9'
'652711510141','-9','-9','-9','-9','-9','-9','-9','-9'
'652853920142','-9','-9','-9','-9','-9','-9','-9','-9'
'652929283053','-9','-9','-9','-9','-9','-9','-9','-9'
'652929693053','-9','-9','-9','-9','-9','-9','-9','-9'
'653853120148','-9','-9','-9','-9','-9','-9','-9','-9'
'653853530148','-9','-9','-9','-9','-9','-9','-9','-9'
'653929053059','-9','-9','-9','-9','-9','-9','-9','-9'
'653929940149','-9','-9','-9','-9','-9','-9','2','-9'
'654288243051','-9','-9','-9','-9','-9','-9','-9','-9'
'654596320149','-9','-9','-9','-9','-9','-9','-9','-9'
'654596720140','-9','-9','-9','-9','-9','-9','-9','-9'
'654596980140','-9','-9','-9','-9','-9','-9','-9','-9'
'655037760143','-9','-9','-9','-9','-9','-9','-9','-9'
'655549190145','-9','-9','-9','-9','-9','-9','-9','-9'
'655549833058','-9','-9','-9','-9','-9','-9','-9','-9'
'655596750146','-9','-9','-9','-9','-9','-9','-9','-9'
'655853003052','-9','-9','-9','-9','-9','-9','-9','-9'
'655853990142','-9','-9','-9','-9','-9','-9','-9','-9'
'656549443055','-9','-9','-9','-9','-9','-9','-9','-9'
'656549853055','-9','-9','-9','-9','-9','-9','-9','-9'
'656596770143','-9','-9','-9','-9','-9','-9','-9','-9'
'656596930143','-9','-9','-9','-9','-9','-9','-9','-9'
'656853190148','-9','-9','-9','-9','-9','-9','-9','-9'
'657288213051','-9','-9','-9','-9','-9','-9','-9','-9'
'657549463052','-9','-9','-9','-9','-9','-9','-9','-9'
'657596063050','-9','-9','-9','-9','-9','-9','-9','-9'
'657596130149','-9','-9','-9','-9','-9','-9','-9','-9'
'657596790140','-9','-9','-9','-9','-9','-9','-9','-9'
'657596950140','-9','-9','-9','-9','-9','-9','-9','-9'
'658288083057','-9','-9','-9','-9','-9','-9','-9','-9'
'658288970147','-9','-9','-9','-9','-9','-9','-9','-9'
'658596560146','-9','-9','-9','-9','-9','-9','2','-9'
'659288003054','-9','-9','-9','-9','-9','-9','-9','-9'
'659549253055','-9','-9','-9','-9','-9','-9','-9','-9'
'659596330143','-9','-9','-9','-9','-9','-9','2','1'
