control,ROTHE,rgroc,rclot,rcarp,rkidc,rmedi,rutil,rcost
'490583030133','2','-9','-9','-9','-9','-9','-9','-9'
'491206830133','2','1','-9','1','-9','1','1','1'
'491596330133','2','1','1','1','-9','1','1','1'
'492583930133','2','-9','-9','-9','-9','-9','-9','-9'
'492596530133','2','-9','-9','-9','-9','-9','-9','-9'
'493489730133','2','-9','-9','-9','-9','-9','-9','-9'
'494747830133','2','-9','-9','-9','-9','-9','-9','-9'
'495053130133','2','-9','-9','-9','-9','-9','-9','-9'
'496408430133','2','1','-9','-9','-9','-9','1','-9'
'496502030133','2','-9','-9','-9','-9','-9','-9','-9'
'496583530133','1','-9','-9','-9','-9','-9','-9','-9'
'497273530133','2','-9','-9','-9','-9','-9','-9','-9'
'497404330133','2','-9','-9','-9','-9','-9','-9','-9'
'497404830133','2','-9','-9','-9','-9','-9','-9','-9'
'497502830133','2','-9','-9','-9','-9','-9','-9','-9'
'498206930133','2','-9','-9','-9','-9','-9','-9','-9'
'499043950441','2','-9','-9','-9','-9','-9','1','-9'
'499047910446','2','-9','-9','-9','-9','-9','-9','-9'
'499058930123','2','-9','-9','-9','-9','-9','-9','-9'
'499092930123','2','-9','-9','-9','-9','-9','-9','-9'
'499093900343','2','-9','-9','-9','-9','-9','-9','-9'
'499149920145','2','-9','-9','-9','-9','-9','-9','-9'
'499192808786','2','-9','-9','-9','-9','-9','-9','-9'
'499192809180','2','-9','-9','1','-9','-9','1','-9'
'499193930113','2','-9','-9','-9','-9','-9','-9','-9'
'499193998486','1','-9','-9','-9','-9','-9','-9','1'
'499193998783','2','-9','-9','-9','-9','-9','-9','-9'
'499195960145','2','-9','-9','-9','-9','-9','-9','-9'
'499206130133','2','-9','-9','-9','-9','-9','-9','-9'
'499230990448','2','-9','-9','-9','-9','-9','-9','-9'
'499261730113','2','-9','-9','-9','-9','-9','-9','-9'
'499270630123','2','-9','-9','-9','-9','-9','-9','-9'
'499289830148','2','-9','-9','-9','-9','-9','-9','-9'
'499346980445','2','-9','-9','-9','-9','-9','-9','-9'
'499351980448','2','-9','-9','-9','-9','-9','-9','-9'
'499369990247','2','-9','-9','-9','-9','-9','-9','-9'
'499374990245','2','-9','-9','-9','-9','-9','-9','-9'
'499380810243','2','-9','-9','-9','-9','-9','-9','-9'
'499404930133','2','-9','-9','-9','-9','-9','-9','-9'
'499408809081','2','-9','-9','-9','-9','-9','-9','-9'
'499453930340','2','-9','-9','-9','-9','-9','-9','-9'
'499477930113','2','-9','-9','-9','-9','1','-9','-9'
'499480960244','2','-9','-9','-9','-9','-9','1','-9'
'499491930113','2','1','1','1','1','-9','1','-9'
'499499730123','2','-9','-9','-9','-9','-9','-9','-9'
'499504800147','2','-9','-9','-9','-9','-9','-9','-9'
'499510930147','2','-9','-9','-9','-9','-9','-9','-9'
'499521930113','2','-9','-9','-9','-9','-9','-9','-9'
'499553930123','2','-9','-9','-9','-9','-9','-9','-9'
'499593998481','2','1','-9','-9','-9','-9','-9','-9'
'499596830123','2','-9','-9','-9','-9','-9','-9','-9'
'499617960440','2','-9','-9','-9','-9','-9','-9','-9'
'499620830245','2','-9','-9','-9','-9','1','-9','-9'
'499633990349','2','-9','-9','-9','-9','-9','-9','-9'
'499638900341','2','-9','-9','-9','-9','-9','-9','-9'
'499726880345','2','1','-9','-9','-9','1','1','-9'
'499747130133','2','-9','-9','-9','-9','-9','-9','-9'
'499829930113','2','-9','-9','-9','-9','-9','1','-9'
'499855730246','2','-9','-9','-9','-9','1','1','-9'
'499872970444','2','-9','-9','-9','-9','-9','-9','-9'
'499908920449','2','-9','-9','-9','-9','-9','-9','-9'
'499966990443','2','-9','-9','-9','-9','-9','-9','-9'
'499982880147','2','-9','-9','-9','-9','-9','-9','-9'
'499992788084','2','-9','1','-9','-9','-9','-9','-9'
'500053330133','2','-9','-9','-9','-9','-9','-9','-9'
'500056180140','2','-9','-9','-9','-9','-9','-9','-9'
'500113130103','2','1','1','1','-9','1','1','1'
'500167770146','2','-9','1','1','1','-9','-9','-9'
'500173630303','1','-9','-9','-9','-9','-9','-9','-9'
'500181320149','2','-9','-9','-9','-9','-9','-9','-9'
'500225120246','2','-9','-9','-9','-9','-9','-9','-9'
'500226750143','2','-9','-9','1','-9','-9','-9','-9'
'500229520145','2','-9','-9','-9','-9','-9','-9','-9'
'500261230103','2','-9','-9','-9','1','1','-9','-9'
'500262100147','2','-9','1','1','-9','-9','-9','-9'
'500282570141','2','-9','-9','-9','-9','-9','-9','-9'
'500319970140','2','-9','-9','-9','-9','-9','-9','-9'
'500339120140','2','-9','-9','-9','-9','-9','-9','-9'
'500356380148','2','-9','-9','-9','-9','-9','-9','-9'
'500365340140','2','-9','-9','-9','-9','-9','-9','-9'
'500407150148','2','-9','-9','-9','-9','-9','-9','-9'
'500426430303','2','-9','-9','-9','-9','-9','-9','-9'
'500553750140','2','-9','-9','-9','-9','-9','-9','-9'
'500596150146','2','-9','-9','-9','-9','-9','-9','-9'
'500611930144','2','-9','-9','-9','-9','-9','-9','-9'
'500749130103','1','-9','-9','-9','-9','-9','-9','-9'
'500757180242','2','1','-9','-9','-9','-9','1','1'
'500763150247','2','-9','-9','-9','-9','-9','-9','-9'
'500782150143','2','-9','-9','-9','-9','-9','-9','-9'
'500800530103','2','-9','-9','-9','-9','-9','-9','-9'
'500807100144','2','-9','-9','-9','-9','-9','-9','-9'
'500819230303','2','-9','-9','-9','-9','-9','-9','-9'
'500901130103','2','-9','-9','-9','-9','-9','-9','-9'
'500939100145','2','-9','-9','-9','-9','-9','1','-9'
'500953130103','2','-9','-9','-9','-9','-9','-9','-9'
'501261780146','2','-9','1','1','-9','-9','1','1'
'501294520143','2','1','-9','-9','-9','-9','-9','-9'
'501474590149','2','1','-9','-9','-9','-9','-9','-9'
'501502560143','2','-9','-9','-9','-9','-9','-9','-9'
'501596930403','2','1','1','1','-9','-9','1','1'
'501954390149','2','-9','-9','-9','-9','-9','-9','-9'
'502336030133','2','-9','-9','-9','-9','-9','-9','-9'
'503389710140','2','-9','-9','-9','-9','-9','-9','-9'
'503687190149','2','-9','-9','-9','-9','-9','-9','-9'
'503809900144','2','-9','-9','-9','-9','-9','-9','1'
'504577390147','2','-9','-9','-9','-9','-9','-9','-9'
'505577980144','2','-9','-9','-9','-9','-9','-9','-9'
'505579990148','2','-9','-9','-9','-9','-9','-9','-9'
'539929970146','2','-9','-9','-9','-9','-9','-9','-9'
'542711110144','2','-9','-9','-9','-9','-9','-9','-9'
'544853310148','2','-9','-9','-9','-9','-9','-9','-9'
'545853900145','2','-9','-9','-9','-9','-9','-9','-9'
'551711760144','2','-9','-9','-9','-9','-9','-9','-9'
'556549870142','2','-9','-9','-9','-9','-9','-9','-9'
'557288080147','2','-9','-9','-9','-9','-9','-9','-9'
'557596890149','2','-9','-9','-9','-9','-9','-9','-9'
'558549660145','2','-9','-9','-9','-9','-9','-9','-9'
'560288600147','2','-9','-9','1','-9','-9','-9','1'
'562583630133','2','1','-9','-9','-9','-9','-9','1'
'563583430133','2','-9','-9','-9','-9','-9','-9','-9'
'564549420245','2','-9','-9','-9','-9','-9','-9','-9'
'565502030133','2','-9','-9','1','1','-9','1','1'
'565549860142','2','-9','-9','-9','-9','-9','-9','-9'
'567583430133','1','-9','-9','-9','-9','-9','-9','-9'
'570288200144','2','-9','-9','-9','-9','-9','-9','-9'
'570502330133','1','1','-9','-9','-9','-9','1','1'
'571583360143','2','-9','-9','-9','-9','-9','-9','-9'
'573550700148','2','-9','-9','-9','-9','-9','-9','-9'
'573583530133','2','-9','-9','-9','-9','-9','-9','-9'
'574319030243','2','-9','-9','-9','-9','-9','-9','-9'
'574336530133','2','-9','-9','-9','-9','-9','-9','1'
'574577030144','2','-9','-9','-9','-9','-9','-9','-9'
'575357450141','1','1','-9','-9','-9','1','1','-9'
'575502530133','2','-9','-9','-9','-9','-9','-9','-9'
'575822190144','2','-9','-9','-9','-9','-9','-9','1'
'576583730133','2','-9','-9','-9','-9','-9','-9','-9'
'577281780145','2','-9','-9','-9','-9','-9','-9','-9'
'577583030133','2','-9','-9','-9','-9','-9','-9','-9'
'577822060147','2','-9','-9','-9','-9','-9','-9','-9'
'578053590140','2','1','-9','-9','-9','-9','-9','-9'
'578206390146','2','-9','-9','-9','-9','-9','-9','-9'
'578502030133','2','-9','-9','-9','-9','-9','-9','-9'
'579269310143','2','-9','-9','-9','-9','1','-9','-9'
'579550580148','2','-9','-9','-9','-9','-9','-9','-9'
'579788130146','2','-9','-9','-9','-9','-9','-9','-9'
'580005770144','2','-9','-9','-9','-9','-9','-9','-9'
'580502730133','2','-9','-9','-9','-9','-9','-9','-9'
'580572510143','2','1','-9','-9','-9','-9','-9','-9'
'581261100140','2','-9','-9','-9','-9','-9','-9','-9'
'581746320145','2','-9','-9','-9','-9','-9','-9','-9'
'582005310147','2','-9','-9','-9','-9','-9','-9','-9'
'582200350145','2','-9','-9','-9','-9','-9','-9','-9'
'582242110142','2','1','-9','-9','-9','1','-9','1'
'582468740143','2','-9','-9','-9','-9','-9','-9','-9'
'582517510142','2','1','-9','-9','-9','1','-9','-9'
'582925550147','2','-9','-9','-9','-9','-9','1','1'
'583282510444','2','-9','-9','-9','-9','-9','-9','-9'
'583410940140','2','1','-9','1','-9','-9','1','-9'
'583493790147','2','-9','1','-9','-9','-9','-9','-9'
'583591290145','2','-9','-9','-9','-9','-9','-9','-9'
'583596130133','2','1','-9','-9','-9','-9','-9','-9'
'583671260148','2','-9','-9','-9','-9','-9','-9','-9'
'583809350148','1','1','1','-9','-9','-9','-9','-9'
'583848300141','2','1','-9','-9','-9','-9','-9','-9'
'583932510345','2','-9','-9','-9','-9','-9','-9','-9'
'584067940147','2','-9','-9','-9','-9','-9','-9','-9'
'584927920149','2','-9','-9','-9','-9','-9','-9','-9'
'584954990146','2','-9','-9','-9','-9','-9','-9','-9'
'585206430133','2','-9','-9','-9','-9','-9','-9','-9'
'585489710146','2','-9','-9','-9','-9','-9','1','-9'
'585553740149','2','-9','-9','-9','-9','-9','-9','-9'
'585674540147','2','-9','-9','-9','-9','-9','-9','-9'
'585694710245','1','-9','-9','1','-9','1','1','-9'
'586257090140','2','-9','-9','-9','-9','-9','-9','-9'
'586302720146','2','-9','-9','-9','-9','-9','-9','-9'
'586416790141','2','-9','-9','-9','-9','-9','-9','-9'
'586879670342','2','-9','-9','-9','-9','-9','-9','-9'
'586941590149','2','-9','-9','-9','-9','-9','-9','-9'
'586951990144','2','-9','-9','-9','-9','1','-9','-9'
'586962920145','2','-9','-9','-9','-9','-9','-9','-9'
'587121180144','2','-9','-9','-9','-9','-9','-9','-9'
'587206530133','2','-9','-9','-9','-9','-9','-9','-9'
'587226780146','2','-9','-9','-9','-9','-9','-9','-9'
'587294120149','2','-9','-9','-9','-9','-9','1','1'
'587489830133','2','-9','-9','-9','-9','-9','-9','1'
'587650320148','2','-9','-9','-9','-9','-9','-9','-9'
'587653310147','2','-9','-9','-9','-9','-9','-9','-9'
'587888500140','2','-9','-9','-9','-9','-9','-9','-9'
'587926630141','2','-9','-9','-9','-9','-9','-9','-9'
'588052910140','2','-9','-9','-9','-9','-9','-9','-9'
'588168300146','2','1','-9','-9','-9','-9','-9','-9'
'588223390147','2','-9','-9','-9','-9','1','-9','-9'
'588229570145','2','-9','-9','-9','-9','-9','-9','-9'
'588273150140','2','-9','-9','-9','-9','1','-9','-9'
'588346770144','2','-9','-9','-9','-9','-9','-9','-9'
'588375700148','2','-9','-9','-9','-9','-9','-9','-9'
'588433530144','2','-9','-9','-9','-9','-9','1','-9'
'588489930133','2','-9','-9','-9','-9','-9','-9','-9'
'588502730133','1','1','1','-9','-9','-9','-9','-9'
'588508510147','2','-9','-9','-9','-9','-9','-9','-9'
'588583430133','2','-9','-9','-9','-9','-9','-9','-9'
'588583830133','1','-9','-9','-9','-9','-9','-9','-9'
'588853120149','2','-9','-9','-9','-9','-9','-9','-9'
'588951940146','2','-9','-9','-9','-9','-9','1','-9'
'588994720148','2','-9','-9','-9','-9','-9','-9','-9'
'589019340147','1','-9','-9','-9','-9','-9','-9','-9'
'589046910140','1','-9','-9','-9','-9','-9','-9','-9'
'589082740148','2','-9','-9','-9','-9','-9','-9','-9'
'589086870342','2','1','-9','-9','-9','-9','-9','-9'
'589094200140','2','1','-9','1','-9','-9','-9','-9'
'589101130140','2','-9','-9','-9','-9','-9','-9','-9'
'589102520140','2','-9','-9','-9','-9','-9','-9','-9'
'589132950141','1','-9','-9','-9','-9','-9','-9','-9'
'589143100146','2','-9','-9','-9','-9','-9','-9','-9'
'589195310146','2','-9','-9','-9','-9','-9','-9','-9'
'589216150140','2','-9','-9','-9','-9','-9','-9','-9'
'589226720140','2','-9','-9','-9','-9','-9','-9','-9'
'589347970145','1','-9','-9','-9','-9','-9','-9','-9'
'589409350149','2','-9','-9','-9','-9','-9','-9','-9'
'589444310146','2','-9','-9','-9','-9','-9','-9','-9'
'589510870540','2','-9','-9','-9','-9','-9','-9','-9'
'589536120149','2','-9','-9','-9','-9','-9','-9','1'
'589553320146','2','-9','-9','-9','-9','-9','-9','-9'
'589583130133','2','-9','-9','-9','-9','-9','-9','-9'
'589606180148','2','1','-9','-9','-9','-9','-9','-9'
'589653350141','2','-9','-9','-9','-9','-9','-9','-9'
'589756360245','2','-9','-9','-9','-9','-9','-9','1'
'589790720144','2','-9','-9','-9','-9','-9','-9','-9'
'589799180146','2','-9','-9','-9','-9','-9','-9','-9'
'589949930147','2','-9','-9','-9','-9','-9','-9','-9'
'590489230133','2','-9','-9','-9','-9','-9','-9','-9'
'592489730133','1','-9','-9','-9','-9','-9','-9','1'
'592489930133','2','-9','-9','-9','-9','-9','-9','-9'
'592502830133','2','1','-9','1','-9','-9','-9','-9'
'592596830133','2','-9','-9','-9','-9','-9','-9','-9'
'593206530133','1','1','-9','-9','-9','-9','1','-9'
'594452630133','1','-9','-9','-9','-9','1','1','-9'
'594596630133','1','-9','-9','-9','-9','-9','-9','-9'
'595954230133','2','-9','-9','-9','-9','-9','-9','-9'
'596710330133','1','-9','-9','-9','-9','-9','-9','-9'
'597710130133','2','-9','-9','-9','-9','-9','-9','1'
'597710430133','1','1','1','1','1','1','1','1'
'598381430133','2','1','-9','-9','-9','-9','-9','-9'
'598408930133','2','-9','-9','-9','-9','-9','-9','-9'
'598583830133','2','-9','-9','-9','-9','-9','-9','1'
'598796830133','2','-9','-9','-9','-9','-9','-9','-9'
'599056830113','2','-9','-9','-9','-9','-9','-9','-9'
'599105918283','2','-9','-9','-9','-9','-9','-9','-9'
'599120830123','1','1','-9','-9','-9','-9','-9','-9'
'599125960445','2','-9','-9','-9','-9','-9','-9','-9'
'599129430123','2','-9','-9','-9','-9','-9','-9','-9'
'599169940246','2','-9','-9','-9','-9','-9','-9','-9'
'599206130133','2','-9','-9','-9','-9','-9','-9','-9'
'599248950441','2','1','-9','-9','-9','1','1','-9'
'599295730123','2','-9','-9','-9','-9','-9','-9','1'
'599297820445','2','-9','-9','-9','-9','-9','1','-9'
'599309920248','2','-9','-9','-9','-9','-9','-9','-9'
'599321900346','2','-9','-9','-9','-9','-9','-9','-9'
'599391800745','2','-9','-9','-9','-9','-9','-9','-9'
'599394830123','2','-9','-9','-9','-9','-9','-9','-9'
'599424810343','1','-9','-9','-9','-9','-9','-9','-9'
'599483990444','2','-9','-9','-9','-9','-9','-9','-9'
'599497650147','2','1','-9','-9','-9','1','-9','-9'
'599497650444','2','1','-9','1','1','-9','1','-9'
'599517650345','2','-9','-9','-9','-9','-9','-9','-9'
'599621870342','2','-9','-9','-9','-9','-9','-9','-9'
'599635830113','2','-9','-9','-9','-9','-9','-9','-9'
'599642830123','2','-9','-9','-9','-9','-9','-9','-9'
'599649970144','2','-9','-9','-9','-9','-9','-9','-9'
'599649970441','2','-9','-9','-9','-9','-9','-9','-9'
'599667970348','2','-9','-9','-9','-9','-9','-9','-9'
'599671940345','2','-9','-9','-9','-9','-9','-9','-9'
'599684830541','2','1','-9','-9','-9','-9','-9','1'
'599710230133','2','-9','-9','-9','-9','-9','-9','-9'
'599716810445','1','-9','-9','-9','-9','-9','-9','-9'
'599764630123','2','-9','-9','-9','-9','-9','-9','-9'
'599791800240','2','-9','-9','-9','-9','-9','-9','-9'
'599791800349','2','-9','-9','-9','-9','-9','-9','-9'
'599814900346','2','-9','-9','-9','-9','-9','-9','-9'
'599828830123','2','-9','-9','-9','-9','-9','-9','-9'
'599851978481','2','1','-9','-9','-9','-9','-9','1'
'599851979687','2','1','-9','-9','-9','-9','-9','-9'
'599853830123','2','-9','-9','-9','-9','-9','-9','-9'
'599938430133','2','-9','-9','-9','-9','-9','-9','-9'
'599965930643','2','-9','-9','-9','-9','-9','-9','-9'
'599966820444','1','-9','-9','-9','-9','-9','-9','-9'
'599977810247','2','-9','-9','-9','-9','-9','-9','-9'
'599998750341','2','-9','-9','-9','-9','-9','-9','-9'
'600028530541','2','-9','-9','-9','-9','1','-9','-9'
'600042130103','2','-9','-9','-9','-9','-9','-9','-9'
'600056230103','2','-9','-9','-9','-9','-9','-9','-9'
'600067300144','2','-9','-9','-9','-9','-9','-9','-9'
'600089940144','2','-9','-9','-9','-9','-9','-9','-9'
'600097980148','2','-9','-9','-9','-9','-9','-9','-9'
'600102120243','2','-9','-9','-9','-9','-9','-9','-9'
'600106180143','2','1','1','1','-9','1','1','1'
'600113130103','2','-9','-9','-9','-9','-9','-9','1'
'600129190143','2','-9','-9','-9','-9','-9','-9','-9'
'600148130103','2','1','-9','1','-9','-9','-9','1'
'600181140140','2','-9','-9','-9','-9','-9','-9','-9'
'600202110143','2','-9','-9','-9','-9','1','-9','-9'
'600234530148','2','-9','-9','-9','-9','1','-9','-9'
'600270530246','2','-9','-9','-9','-9','-9','-9','-9'
'600276100148','2','-9','-9','-9','-9','-9','-9','-9'
'600281180248','2','1','-9','-9','-9','-9','-9','-9'
'600292160142','2','-9','-9','-9','-9','-9','-9','-9'
'600293130103','2','-9','-9','-9','-9','-9','-9','-9'
'600293130203','1','-9','-9','1','-9','-9','-9','1'
'600295520140','2','-9','-9','-9','-9','-9','-9','-9'
'600295930103','2','-9','-9','-9','-9','-9','-9','-9'
'600339230103','2','-9','-9','1','1','-9','-9','-9'
'600339330141','2','-9','-9','-9','-9','-9','-9','-9'
'600381730133','2','-9','-9','-9','-9','-9','-9','-9'
'600391160345','2','-9','-9','-9','-9','-9','-9','-9'
'600404130133','2','1','-9','1','-9','-9','1','-9'
'600529330103','2','-9','-9','-9','-9','-9','-9','-9'
'600538130103','2','-9','-9','-9','-9','-9','-9','-9'
'600577790141','2','-9','-9','-9','-9','-9','-9','-9'
'600687130103','2','-9','-9','-9','-9','-9','-9','-9'
'600755530103','1','-9','-9','-9','1','-9','-9','-9'
'600794160147','2','-9','-9','-9','-9','-9','-9','-9'
'600818730142','2','-9','-9','-9','-9','-9','-9','-9'
'600858710148','2','-9','-9','-9','-9','-9','-9','-9'
'600882230203','2','1','-9','-9','-9','-9','-9','-9'
'600954130103','2','-9','-9','-9','-9','-9','-9','-9'
'600962130103','2','-9','-9','-9','-9','-9','-9','-9'
'600977170144','2','-9','-9','-9','-9','-9','1','-9'
'600988230103','2','1','-9','1','-9','-9','-9','1'
'601410230603','2','-9','-9','-9','-9','-9','-9','-9'
'601638750147','2','-9','-9','-9','-9','-9','-9','-9'
'601711790141','2','-9','-9','-9','-9','-9','-9','-9'
'601749960143','2','-9','-9','-9','-9','-9','1','1'
'601950180140','2','-9','-9','-9','-9','-9','-9','-9'
'602051110144','2','1','1','1','-9','1','1','1'
'602389520143','2','-9','-9','-9','-9','-9','-9','-9'
'602517360148','2','-9','-9','-9','-9','-9','-9','-9'
'602622380140','2','-9','-9','-9','-9','-9','-9','-9'
'602853970148','2','-9','-9','-9','-9','1','-9','-9'
'604086700144','2','-9','-9','-9','-9','-9','-9','-9'
'604434700148','2','-9','-9','-9','-9','-9','-9','-9'
'604671760142','1','1','1','-9','-9','-9','-9','-9'
'605220990144','2','1','-9','-9','-9','-9','-9','-9'
'605638740144','2','-9','-9','-9','-9','-9','-9','-9'
'605934310140','2','-9','-9','-9','-9','-9','-9','-9'
'612478110147','2','1','1','-9','-9','-9','1','1'
'629615930113','2','1','-9','-9','-9','1','-9','1'
'629810830113','2','-9','-9','1','-9','1','-9','-9'
'639670320147','2','-9','-9','-9','-9','-9','-9','-9'
'643037300143','2','-9','-9','-9','-9','-9','1','-9'
'645037350146','2','-9','-9','-9','-9','-9','-9','-9'
'645929720146','2','-9','-9','-9','-9','-9','-9','-9'
'646711740341','2','-9','-9','-9','-9','-9','-9','-9'
'646853590142','2','-9','-9','-9','-9','-9','-9','1'
'649929140143','2','-9','-9','-9','-9','-9','-9','-9'
'650711320147','2','-9','-9','-9','-9','-9','-9','-9'
'650853980148','2','-9','-9','-9','-9','-9','-9','1'
'651502630133','2','-9','-9','-9','-9','-9','-9','-9'
'652502130133','2','-9','-9','-9','-9','-9','-9','-9'
'653853120148','2','1','-9','-9','-9','-9','-9','-9'
'653929940149','2','-9','-9','-9','-9','-9','-9','-9'
'657596790140','2','-9','-9','-9','-9','-9','-9','-9'
'658502430133','2','-9','-9','-9','-9','1','1','-9'
'659288730144','2','-9','-9','-9','-9','-9','-9','-9'
'659288990144','2','-9','-9','-9','-9','-9','-9','-9'
'659502730133','2','-9','-9','-9','-9','-9','-9','-9'
'659596580143','2','1','-9','-9','-9','-9','-9','-9'
'661711350141','2','1','1','1','-9','1','-9','1'
'662929770149','2','-9','-9','-9','-9','-9','-9','-9'
'663583030133','2','-9','-9','-9','-9','-9','-9','-9'
'664670740144','2','-9','-9','-9','-9','-9','-9','-9'
'665926670142','2','-9','-9','1','-9','-9','-9','-9'
'666502690149','2','-9','-9','-9','-9','-9','-9','-9'
'666502840140','2','-9','-9','-9','-9','-9','-9','-9'
'666596530149','2','-9','-9','-9','-9','-9','-9','-9'
'667288960147','2','-9','-9','-9','-9','-9','-9','-9'
'667494860147','2','-9','-9','-9','-9','-9','-9','-9'
'669494800141','2','-9','-9','-9','-9','-9','-9','-9'
'670494010144','2','-9','-9','-9','-9','-9','-9','-9'
'671550740145','2','-9','-9','-9','-9','-9','-9','-9'
'671596940143','2','1','-9','-9','-9','-9','-9','-9'
'672336730133','2','-9','-9','-9','-9','-9','-9','-9'
'673238770149','2','-9','-9','-9','-9','-9','-9','-9'
'673502630146','2','-9','-9','-9','-9','-9','-9','-9'
'673926630245','2','1','-9','-9','-9','-9','-9','1'
'674129700140','1','-9','-9','-9','-9','-9','-9','-9'
'674288740144','2','-9','-9','-9','-9','-9','-9','-9'
'674500070148','2','-9','-9','-9','-9','-9','-9','-9'
'674502530133','2','-9','-9','-9','-9','-9','-9','-9'
'674596180143','2','1','-9','-9','-9','-9','-9','-9'
'674670750141','2','-9','-9','-9','-9','-9','-9','-9'
'674954220149','2','1','-9','-9','-9','-9','-9','1'
'675258170141','1','1','-9','-9','-9','1','1','-9'
'675500660145','2','-9','-9','-9','-9','-9','-9','-9'
'675778580145','2','-9','-9','-9','-9','-9','-9','-9'
'676053200543','2','-9','-9','-9','-9','-9','-9','-9'
'676053201046','2','-9','-9','-9','-9','-9','-9','-9'
'676319540149','2','-9','-9','-9','-9','-9','-9','-9'
'676336050246','2','-9','-9','-9','-9','-9','-9','-9'
'676500680142','2','-9','-9','-9','-9','-9','-9','-9'
'676583750149','2','-9','-9','-9','-9','-9','-9','-9'
'676987200345','2','-9','-9','-9','-9','-9','-9','-9'
'677238760146','2','-9','-9','-9','-9','-9','-9','-9'
'677319150146','2','-9','-9','-9','-9','-9','-9','-9'
'677379300144','2','-9','-9','-9','-9','-9','-9','-9'
'677583930133','2','-9','-9','-9','-9','-9','-9','-9'
'677873680142','2','-9','-9','-9','-9','-9','-9','1'
'677954440140','2','-9','-9','-9','-9','-9','-9','-9'
'678015420141','2','1','-9','-9','-9','1','-9','1'
'678242930148','1','-9','-9','-9','-9','-9','-9','-9'
'678358500147','2','-9','-9','-9','-9','-9','-9','-9'
'678583950143','2','-9','-9','-9','-9','-9','-9','-9'
'678670340147','2','-9','-9','-9','-9','-9','-9','-9'
'678751360148','2','-9','-9','-9','-9','-9','-9','-9'
'678873040148','2','1','-9','-9','-9','-9','-9','-9'
'678954540146','2','-9','-9','-9','-9','-9','-9','-9'
'678987720142','2','-9','-9','-9','-9','-9','-9','-9'
'679185340144','2','-9','-9','-9','-9','-9','-9','-9'
'679238960140','2','-9','-9','-9','-9','-9','-9','-9'
'679515330248','2','-9','-9','-9','-9','-9','-9','-9'
'679687170149','1','-9','-9','-9','-9','-9','-9','-9'
'679848700147','2','-9','-9','-9','-9','-9','-9','-9'
'679880540144','2','-9','-9','-9','-9','-9','-9','-9'
'680086960141','2','1','-9','-9','-9','-9','-9','-9'
'680129990149','1','-9','-9','-9','-9','-9','-9','-9'
'680269560149','2','-9','-9','-9','-9','-9','-9','-9'
'680410630149','2','-9','-9','-9','-9','-9','-9','-9'
'680548980145','2','-9','-9','-9','-9','-9','-9','-9'
'680583330133','2','-9','-9','-9','-9','-9','-9','-9'
'680730160144','2','-9','-9','-9','-9','-9','-9','-9'
'680730570144','2','-9','-9','-9','-9','-9','-9','-9'
'680778170148','2','-9','-9','-9','-9','-9','-9','-9'
'681258350141','2','-9','-9','-9','-9','-9','-9','-9'
'681273180141','2','1','1','-9','-9','-9','-9','-9'
'681319950143','2','-9','-9','-9','-9','-9','-9','-9'
'681502230133','2','-9','-9','-9','-9','-9','-9','-9'
'681515770142','2','-9','-9','-9','-9','-9','-9','-9'
'681597280141','2','-9','-9','-9','-9','-9','-9','-9'
'681730590141','2','-9','-9','-9','-9','-9','-9','-9'
'681788480140','2','-9','-9','-9','-9','-9','-9','-9'
'681890980244','1','-9','-9','-9','-9','-9','-9','-9'
'681941310146','2','-9','-9','-9','-9','-9','-9','-9'
'682206350143','2','-9','-9','-9','-9','-9','-9','-9'
'682346720144','2','-9','-9','-9','-9','-9','-9','-9'
'682502030133','2','-9','-9','-9','-9','-9','-9','-9'
'682583930149','1','1','-9','-9','-9','-9','-9','-9'
'682622360343','2','-9','-9','-9','-9','-9','-9','-9'
'682850770243','2','-9','-9','-9','-9','-9','-9','-9'
'683294110143','2','-9','-9','-9','-9','-9','-9','-9'
'683336490146','1','1','-9','-9','-9','-9','-9','-9'
'683408010149','2','-9','-9','-9','-9','-9','-9','-9'
'683408180140','2','-9','-9','-9','-9','-9','-9','-9'
'683502430133','2','1','-9','-9','-9','-9','-9','-9'
'683572470146','2','-9','-9','-9','-9','-9','-9','-9'
'683583230133','2','-9','-9','-9','-9','-9','-9','-9'
'683596430133','2','-9','-9','-9','-9','-9','-9','-9'
'683657980142','2','-9','-9','-9','-9','-9','1','-9'
'683788270143','2','-9','-9','-9','-9','-9','-9','-9'
'683873600142','2','-9','-9','-9','1','-9','-9','1'
'683895570141','2','-9','-9','1','-9','1','-9','-9'
'683954870140','2','-9','-9','-9','-9','-9','-9','-9'
'684103590443','2','-9','-9','-9','-9','-9','-9','-9'
'684167890140','2','1','-9','-9','-9','1','1','-9'
'684622960140','2','-9','-9','-9','-9','-9','-9','-9'
'684733780146','2','1','-9','-9','-9','-9','-9','-9'
'684733940146','2','1','-9','-9','-9','-9','-9','1'
'685003520241','2','-9','-9','-9','-9','1','-9','1'
'685029220149','2','-9','-9','-9','-9','-9','-9','-9'
'685029470140','2','-9','-9','-9','-9','-9','-9','-9'
'685029630149','2','-9','-9','-9','-9','-9','-9','-9'
'685052770140','2','-9','-9','-9','-9','-9','-9','-9'
'685261990149','2','-9','-9','-9','-9','-9','-9','-9'
'685346790144','2','-9','-9','-9','-9','-9','-9','-9'
'685532350142','2','-9','-9','-9','-9','-9','-9','-9'
