control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'731846330148','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731848410149','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731848530144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731848580148','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731856260248','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731856260248','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'731857300142','-9',3,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'731857550142','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731858420245','-9',-7,'4','-6','-7','-7','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731871450143','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'731872180141','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731881400149','-9',4,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'731882430143','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731884070148','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731884070148','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'731888180146','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731888340146','-9',4,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'731890100142','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731890690142','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731890840141','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731895980144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731896180144','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731896180144','-9',1,'2','-6','4','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'731896260144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731901040146','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731903470142','-9',-7,'4','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'731907080141','-9',3,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731913350148','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731918150146','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731926210147','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'731926560145','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731941830143','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'731941910143','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'731944790146','-9',5,'4','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731951020143','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731953230143','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731963930140','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'731970520149','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'731979970148','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731985260147','-9',5,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'731985510142','-9',3,'4','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'731988260149','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'731988260149','-9',4,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'731996500247','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'731997290147','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'731997290147','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'732005170144','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732013190146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732037510149','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732089010147','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732094270149','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732094420140','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732094750140','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732094750140','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'732125030148','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732125510248','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732126110146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732126520146','-9',8,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732129890149','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732129890149','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'732141050146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732168950143','-9',2,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732169820149','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732173310149','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'732173480140','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732173560149','-9',2,'3','-6','4','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732173640149','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732192130142','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732192540142','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732204020148','-9',4,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'732204020148','-9',4,'3','-6','3','2','1','1','2',2,'2','-9','-9','-9','-9','-9'
'732204350248','-9',4,'3','-6','4','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732243430146','-9',6,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'732248020144','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'732269620149','-9',2,'2','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'732269790140','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'732282760247','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732294950143','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732295400146','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732295730146','-9',4,'4','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732295730146','-9',3,'4','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'732302750146','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732306420146','-9',1,'-8','-6','2','1','-6','2','-8',1,'1','-9','1','-9','-9','1'
'732306420146','-9',-8,'-8','-6','-8','-8','-6','1','1',2,'2','-9','1','1','-9','-9'
'732306750146','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732306750146','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'732319750146','-9',3,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','1','-9'
'732321170145','-9',2,'4','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732321250145','-9',6,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732321300149','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732321960140','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732341120149','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'732341200149','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732365120146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732365380146','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'732382100148','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732382510148','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732383480347','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'732387050141','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732401150141','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732401560141','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'732410610149','-9',2,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'732418060142','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732423410142','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732451120147','-9',3,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'732451200147','-9',5,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'732468430140','-9',3,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732468920140','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732474920149','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732493870147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732494080143','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'732494080143','-9',1,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'732512020147','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732512800149','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732515730145','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732529520146','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732529600146','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732550710145','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732589190145','-9',4,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'732589390141','-9',7,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732589500145','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732589500145','-9',-7,'3','-6','3','2','2','3','2',2,'2','-9','-9','-9','-9','-9'
'732593150142','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'732593640142','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'732596830143','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732608170141','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'732608250141','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732608660141','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732635140146','-9',2,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'732635220146','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'732635550146','-9',2,'3','-6','2','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'732635550146','-9',3,'3','-6','1','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'732638620144','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732661000146','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'732671410248','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732671670148','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732674340144','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732674590144','-9',4,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'732698180141','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732698260141','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732730550144','-9',6,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732749010149','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732755420149','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'732755420149','-9',-7,'4','-6','4','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'732756250145','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732756250145','-9',4,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'732756330145','-9',6,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732756330145','-9',8,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'732757690244','-9',4,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732763720140','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'732778230148','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732800400146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732800730146','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'732800810146','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732809090147','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732839440143','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'732842250244','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732846190145','-9',1,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732846190145','-9',4,'4','-6','3','2','2','3','1',2,'2','-9','-9','-9','-9','-9'
'732848220141','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732848350145','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'732873790142','-9',2,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'732873950142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732889890145','-9',-8,'-8','-6','-8','-8','-6','2','-8',1,'1','-9','1','-9','-9','-9'
'732890530147','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732896100141','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732907540143','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'732907540143','-9',1,'2','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'732914680148','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732926310144','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732927010140','-9',1,'4','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'732929990149','-9',5,'3','-6','4','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732932760148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'732932920148','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'732932920148','-9',1,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'732933020145','-9',5,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'732937160344','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'732941600149','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732944890143','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732953170140','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'732953330140','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'732970210146','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'732992000142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'732992400141','-9',2,'3','-6','2','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'733005270141','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733005350141','-9',3,'4','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733037530146','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733037530146','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'733037610146','-9',4,'-7','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733067940147','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733089030144','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733092810148','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733102250147','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733102250147','-9',4,'3','-6','1','2','1','3','1',2,'2','-9','-9','-9','-9','-9'
'733107330149','-9',7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733107660149','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733129810146','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733169760146','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'733173580146','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733173660146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733192310248','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733239880147','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'733248090145','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'733258580141','-9',2,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'733282050341','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733294150149','-9',5,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'733294560149','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733294890140','-9',9,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733299690140','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733299690140','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'733321270142','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733321680142','-9',1,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733357360141','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733357510141','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733358460147','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733358790147','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733382380145','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'733410550146','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733423100148','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733430810147','-9',4,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'733430990147','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733431550146','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733435760141','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733468120146','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733468120146','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'733468610146','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733474860146','-9',2,'4','-6','-7','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733477050440','-9',4,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'733493480144','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733493890144','-9',3,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733493970144','-9',2,'1','1','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'733493970144','-9',2,'1','1','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'733497960147','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733502270149','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'733502350149','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733515750142','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','1'
'733517070145','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733548980142','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'733549370248','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'733550730142','-9',4,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733591130142','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733591620142','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733635240143','-9',1,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','1'
'733635650143','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'733638150141','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733638230141','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'733638230141','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'733638230141','-9',8,'3','-6','2','2','2','2','1',3,'3','-9','-9','-9','-9','-9'
'733638640141','-9',4,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'733650500148','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'733662060148','-9',3,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'733664910149','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'733667210148','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
